shoulder_pan_angle,shoulder_lift_angle,elbow_angle,wrist1_angle,wrist2_angle,wrist3_angle
1.5188531992932937,-1.9734591151319665,-1.502476670485532,-1.3028045613595005,1.3140564781429183,3.097279074543546
1.5128455394902014,-2.09774095842525,-1.5307967871358024,-1.164918352091088,1.1086677357785248,3.0972597985362453
1.4895385014736653,-2.180535719283302,-1.554010512762916,-1.0057189162729927,1.034918272920672,3.097248798961375
1.4654697424139873,-2.253987933522576,-1.5556158707547885,-0.9418561469591542,1.0109660903269024,3.097242170497154
1.4489511345400232,-2.2894071474088857,-1.5550165907915747,-0.8934146335593637,0.9842598766810355,3.0972152583731227
1.4394793996289168,-2.3141413557972355,-1.5549857015931432,-0.8638638113082934,0.8901565458795307,3.0971956171922144
1.4366603229129962,-2.337879637810594,-1.5548924042639747,-0.848171443940406,0.7796825037057632,3.097200193155388
1.441695818636787,-2.347672448297448,-1.5549725762769284,-0.8452794462787986,0.670259135824536,3.0971928892204694
1.4694538955845367,-2.348552942523658,-1.555224336285794,-0.831868614889356,0.4956334745476111,3.097241784066559
1.482747679627346,-2.348468186125917,-1.5552066240646722,-0.83177564981187,0.32688633752417245,3.0972762073454074
